"fecha";"casos_confirmados";"ingresos_hospitalarios";"ingresos_uci";"fallecimientos";"casos_personal_sanitario";"altas";"camas_planta_ocupadas";"camas_uci_ocupadas";"incremento_casos_confirmados_diario";"observaciones";"positivo_pruebas_pcr";"positivo_test_rapidos";"pruebas_pcr_realizadas";"test_rapidos_realizados";"pruebas_ultima_semana";"tpc_positividad_pruebas";"confirmados_cada_100000";"tpc_incremento_casos_diarios";"tpc_ingresos_hospitalarios";"tasa_letalidad"
2021-08-17;154244;;;3656;;;317;54;573;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 17/08/2021";;;;;17336;15,29;11603;,37;;2,38
2021-08-18;154521;;;3661;;;305;54;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 19/08/2021";;;;;17893;15,47;11623;;;
2021-08-19;154937;;;3674;;;286;53;416;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 19/08/2021";;;;;17981;15,35;11655;,27;;2,38
2021-08-20;155376;;;3685;;;;;439;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 20/08/2021";;;;;15163;14,89;11688;,28;;2,38
2021-08-23;155973;;;3684;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 23/08/2021";;;;;14933;15,11;11733;;;
2021-08-24;156190;;;3698;;;;;217;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 24/08/2021";;;;;14664;15,08;11749;,14;;2,37
2021-08-25;156536;;;3709;;;;;346;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 25/08/2021";;;;;14599;14,69;11775;,22;;2,37
2021-08-26;156803;;;3711;;;;;267;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 26/08/2021";;;;;14484;14,7;11795;,17;;2,37
2021-08-27;157023;;;3722;;;;;220;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 27/08/2021";;;;;16217;14,74;11812;,14;;2,37
2021-08-30;157459;;;3722;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 30/08/2021";;;;;14310;13,09;11844;;;
2021-08-31;157564;;;3724;;;;;105;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 31/08/2021";;;;;14319;12,83;11852;,07;;2,37
2021-09-01;157834;;;3729;;;;;270;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 01/09/2021";;;;;14091;12,7;11873;,17;;2,37
2021-09-02;158036;;;3740;;;;;202;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 02/09/2021";;;;;14088;12,41;11888;,13;;2,37
2021-09-03;158235;;;3740;;;;;199;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 03/09/2021";;;;;13865;11,84;11903;,13;;2,37
2021-09-06;158631;;;3745;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 06/09/2021";;;;;12965;10,8;11933;;;
2021-09-07;158758;;;3746;;;;;127;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 07/09/2021";;;;;12773;10,87;11942;,08;;2,36
2021-09-08;158931;;;3747;;;;;173;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 08/09/2021";;;;;12762;10,9;11955;,11;;2,36
2021-09-09;159047;;;3753;;;;;116;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 09/09/2021";;;;;12848;10,94;11964;,07;;2,36
2021-09-10;159186;;;3762;;;;;139;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 10/09/2021";;;;;12673;10,68;11974;,09;;2,37
2021-09-13;159402;;;3761;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 13/09/2021";;;;;12165;9,54;11991;;;
2021-09-14;159538;;;3769;;;;;136;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 14/09/2021";;;;;12063;8,89;12001;,09;;2,36
2021-09-15;159620;;;3772;;;;;82;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 15/09/2021";;;;;12042;8,56;12007;,05;;2,36
2021-09-16;159751;;;3785;;;;;131;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 16/09/2021";;;;;11886;8,2;12017;,08;;2,37
2021-09-17;159841;;;3785;;;;;90;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 17/09/2021";;;;;11930;7,76;12024;,06;;2,37
2021-09-20;159978;;;3791;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 20/09/2021";;;;;78879;5,13;12034;;;
2021-09-21;160070;;;3791;;;;;92;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 21/09/2021";;;;;12475;2,4;12041;,06;;2,37
2021-09-22;160212;;;3793;;;;;142;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 22/09/2021";;;;;12530;6,05;12052;,09;;2,37
2021-09-23;160296;;;3799;;;;;84;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 23/09/2021";;;;;12668;6,3;12058;,05;;2,37
2021-09-24;160382;;;3799;;;;;86;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 24/09/2021";;;;;12825;5,95;12064;,05;;2,37
2021-09-27;160568;;;3811;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 27/09/2021";;;;;13661;5,51;12078;;;
2021-09-28;160656;;;3815;;;;;88;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 28/09/2021";;;;;81193;5,26;12085;,05;;2,38
2021-09-29;160734;;;3815;;;;;78;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 29/09/2021";;;;;14458;5,28;12091;,05;;2,37
2021-09-30;160838;;;3815;;;;;104;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 30/09/2021";;;;;14530;5,97;12099;,06;;2,37
2021-10-01;160943;;;3816;;;;;105;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 01/10/2021";;;;;14627;4,82;12107;,07;;2,37
2021-10-04;161198;;;3816;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 04/10/2021";;;;;14599;4,47;12126;;;
2021-10-05;161270;;;3838;;;;;72;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 05/10/2021";;;;;14993;4,16;12131;,04;;2,38
2021-10-06;161349;;;3847;;;;;79;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 06/10/2021";;;;;14872;4,01;12137;,05;;2,39
2021-10-08;161509;;;3849;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 08/10/2021";;;;;14795;3,85;12149;;;
2021-10-11;161616;;;3853;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 11/10/2021";;;;;14147;3,67;12157;;;
2021-10-13;161697;;;3861;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 13/10/2021";;;;;12792;3,74;12163;;;
2021-10-14;161755;;;3863;;;;;58;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 14/10/2021";;;;;12678;3,83;12168;,04;;2,39
2021-10-15;161811;;;3863;;;;;56;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 15/10/2021";;;;;12074;3,63;12172;,03;;2,39
2021-10-18;161950;;;3865;;;;;;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 18/10/2021";;;;;10268;3,6;12182;;;
2021-10-19;162039;;;3869;;;;;89;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 19/10/2021";;;;;10654;3,61;12189;,05;;2,39
2021-10-20;162139;;;3873;;;;;100;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 20/10/2021";;;;;11237;3,44;12196;,06;;2,39
2021-10-21;162218;;;3871;;;;;79;"Fuente Centro de Coordinación de Alertas y Emergencias Sanitarias. Gobierno de España 21/10/2021";;;;;11458;3,42;12202;,05;;2,39
